Tags,TopShows,package_name,ConversionNames,Popular,ChannelDescription,Genre,AlternateNames,ShortName,OTT,Channel,zip_code
Movies,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Showtime - East|Showtime - West|Showtime (E)|Showtime (East)|Showtime (W)|SHOWTIME (West)|Showtime E|Showtime East|Showtime East (SAP)|SHOWTIME HD (East)|Showtime W|Showtime West|Showtime West (SAP)|SHOWTIME(W)|SHOWTIME®|SHOWTIME® (East)|SHOWTIME® (West),TRUE,,Premium,"Showtime HD, Showtime West, Showtime West HD",SHOWTIME,FALSE,Showtime,49270
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",TNT - Turner Network Television|TNT (Turner Network Television)|TNT West|TNT: Turner Network Television|Turner Network Television|Turner Network Television (TNT),TRUE,,Entertainment,"TNT HD, TNT West, TNT West HD, TNT HD West, TNT HD [West]",TNT,FALSE,TNT,10301
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Discovery Times|Discovery Times Channel|I.D.|ID|ID - Investigation Discovery|ID Discovery|ID-Investigation Discovery|Investigation Discovery (ID)|InvestigationDiscovery|Investigative Discovery,FALSE,,Educational,"Investigation Discovery HD, Investigation Discovery HD West",ID,FALSE,Investigation Discovery,10301
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",TNT - Turner Network Television|TNT (Turner Network Television)|TNT West|TNT: Turner Network Television|Turner Network Television|Turner Network Television (TNT),TRUE,,Entertainment,"TNT HD, TNT West, TNT West HD, TNT HD West, TNT HD [West]",TNT,FALSE,TNT,15204
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",FOX SPORTS ONE|FOX Sports1|foxSPortS 1|FOXSPORTS1|FS1|Speed|Speed Channel|Speed Network|Speed TV|The Speed Channel,FALSE,,Sports,"Fox Sports, Fox Sports 1 HD, Fox Sports HD",,FALSE,Fox Sports 1,31599
"Spanish, Mexican",,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Once Mexico|ONCE México|Once Mexico ESP|Once TV|ONCE TV MEXCIO|Once TV Mexico|Once TV México|oNCe tvMeXICo|OnceTV|OnceTVMexico|Once Canal,FALSE,,Multicultural,Once TV Mexico,,FALSE,Canal Once,31599
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",HBO - East|HBO – West|HBO (E)|HBO (East)|HBO (W)|HBO (West)|HBO E|HBO East|HBO East (SAP)|HBO W|HBO West|HBO West (SAP)|hbo(W)|HBoEast|HBoWest|Home Box Office,TRUE,,Premium,"HBO HD, HBO West, HBO West HD, HBO HD West, Home Box Office, HBO: Home Box Office, Home Box Office HD, HBO: Home Box Office HD",HBO,FALSE,HBO,20010
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Nick Toons|Nick Toons (SAP)|Nick Toons en Espanol|Nicktoon|Nicktoons (SAP)|Nicktoons Network|Nicktoons Network!|Nicktoons! Network,FALSE,,Family,"Nicktoons HD, Nick Toons, Nick Toons HD, Nick Toons West, Nick Toons West HD",NICKTOONS,FALSE,Nicktoons,19114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",GMC|GMC (Gospel Music Channel)|Gospel Music Channel|UP – Uplifting Entertainment|UP tv|UPtv,FALSE,,Religious,UP HD,,FALSE,UP,19114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Ovation TV,FALSE,,Entertainment,"Ovation HD, OVATION, OVATION HD",OVATION,FALSE,Ovation,04992
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",RFD|RFD - TV|RfD tv|RFD TV: Rural Free Delivery TV|rfdTV,FALSE,,Public Interest,RFD TV,RFDTV,FALSE,RFD-TV,04992
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",HBO - East|HBO – West|HBO (E)|HBO (East)|HBO (W)|HBO (West)|HBO E|HBO East|HBO East (SAP)|HBO W|HBO West|HBO West (SAP)|hbo(W)|HBoEast|HBoWest|Home Box Office,TRUE,,Premium,"HBO HD, HBO West, HBO West HD, HBO HD West, Home Box Office, HBO: Home Box Office, Home Box Office HD, HBO: Home Box Office HD",HBO,FALSE,HBO,02121
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",HBO - East|HBO – West|HBO (E)|HBO (East)|HBO (W)|HBO (West)|HBO E|HBO East|HBO East (SAP)|HBO W|HBO West|HBO West (SAP)|hbo(W)|HBoEast|HBoWest|Home Box Office,TRUE,,Premium,"HBO HD, HBO West, HBO West HD, HBO HD West, Home Box Office, HBO: Home Box Office, Home Box Office HD, HBO: Home Box Office HD",HBO,FALSE,HBO,21114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Cinemax - East|Cinemax - West|Cinemax – West|Cinemax (E)|Cinemax (East)|Cinemax (W)|Cinemax (West)|Cinemax E|Cinemax East|Cinemax East (SAP)|Cinemax W|Cinemax West|Cinemax West (SAP)|Cinemax(E)|CINEMAX(W),TRUE,,Premium,"Cinemax HD, Cinemax West, Cinemax West HD, MAX HD",MAX,FALSE,Cinemax,44907
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",USA|USA (W)|USA Network East|USA Network West|uSaNetWork|USATV,TRUE,,Entertainment,"USA, USA HD, USA Network HD, USA Network West, USA Network West HD, USA West, USA West HD, USA HD West",USA,FALSE,USA Network,44907
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Cinemax - East|Cinemax - West|Cinemax – West|Cinemax (E)|Cinemax (East)|Cinemax (W)|Cinemax (West)|Cinemax E|Cinemax East|Cinemax East (SAP)|Cinemax W|Cinemax West|Cinemax West (SAP)|Cinemax(E)|CINEMAX(W),TRUE,,Premium,"Cinemax HD, Cinemax West, Cinemax West HD, MAX HD",MAX,FALSE,Cinemax,49270
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",USA|USA (W)|USA Network East|USA Network West|uSaNetWork|USATV,TRUE,,Entertainment,"USA, USA HD, USA Network HD, USA Network West, USA Network West HD, USA West, USA West HD, USA HD West",USA,FALSE,USA Network,49270
International,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",,TRUE,,Sports,ESPN HD,ESPN,FALSE,ESPN,10301
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",ESPN 2|ESPN-2,TRUE,,Sports,ESPN2 HD,ESPN2,FALSE,ESPN2,10301
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Discovery Times|Discovery Times Channel|I.D.|ID|ID - Investigation Discovery|ID Discovery|ID-Investigation Discovery|Investigation Discovery (ID)|InvestigationDiscovery|Investigative Discovery,FALSE,,Educational,"Investigation Discovery HD, Investigation Discovery HD West",ID,FALSE,Investigation Discovery,15204
International,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",,TRUE,,Sports,ESPN HD,ESPN,FALSE,ESPN,15204
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",THE WEATER CHANNEL|The Weather Channel (TWC)|The WeATheRChANNeL|ThEWEAThEr chANNEl|THEWEATHERCHANNEL|Weather Channel,FALSE,,Informational,"The Weather Channel HD, TWC, TWC HD, Weather Channel, Weather Channel HD",WEATHER,FALSE,The Weather Channel,31599
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Nick Toons|Nick Toons (SAP)|Nick Toons en Espanol|Nicktoon|Nicktoons (SAP)|Nicktoons Network|Nicktoons Network!|Nicktoons! Network,FALSE,,Family,"Nicktoons HD, Nick Toons, Nick Toons HD, Nick Toons West, Nick Toons West HD",NICKTOONS,FALSE,Nicktoons,31599
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Starz - East|Starz - West|Starz (E)|Starz (East)|Starz (W)|Starz (West)|Starz E|Starz East|Starz East (SAP)|Starz W|Starz West|Starz West (SAP)|STARZ!|Starz! - East|Starz! - West|Starz! (E)|Starz! E|Starz! W|Starz! West|STARz(W),TRUE,,Premium,"STARZ, Starz HD, STARZ HD, Starz West, Starz West HD",STARZ,FALSE,Starz,20010
Movies,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Showtime - East|Showtime - West|Showtime (E)|Showtime (East)|Showtime (W)|SHOWTIME (West)|Showtime E|Showtime East|Showtime East (SAP)|SHOWTIME HD (East)|Showtime W|Showtime West|Showtime West (SAP)|SHOWTIME(W)|SHOWTIME®|SHOWTIME® (East)|SHOWTIME® (West),TRUE,,Premium,"Showtime HD, Showtime West, Showtime West HD",SHOWTIME,FALSE,Showtime,20010
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",POP TV|Pop!|TV GUIDE|TV Guide Channel|TV GUIDE ENTERTAINMENT|TV Guide Network|TVGN,FALSE,,Informational,"POP HD, POP West, POP West HD",,FALSE,POP,19114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",FXX (W),TRUE,,Entertainment,"FXX HD, FXX West, FXX West HD, FXX HD West",FXX,FALSE,FXX,19114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",NASA|NASA Channel|NASA Education Channel (WEFSDT3)|NASA Select|NASA Television|NaSaTV,FALSE,,Informational,,NASATV,FALSE,NASA TV,04992
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",,FALSE,,Religious,,GODTV,FALSE,God TV,04992
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Starz - East|Starz - West|Starz (E)|Starz (East)|Starz (W)|Starz (West)|Starz E|Starz East|Starz East (SAP)|Starz W|Starz West|Starz West (SAP)|STARZ!|Starz! - East|Starz! - West|Starz! (E)|Starz! E|Starz! W|Starz! West|STARz(W),TRUE,,Premium,"STARZ, Starz HD, STARZ HD, Starz West, Starz West HD",STARZ,FALSE,Starz,02121
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Starz - East|Starz - West|Starz (E)|Starz (East)|Starz (W)|Starz (West)|Starz E|Starz East|Starz East (SAP)|Starz W|Starz West|Starz West (SAP)|STARZ!|Starz! - East|Starz! - West|Starz! (E)|Starz! E|Starz! W|Starz! West|STARz(W),TRUE,,Premium,"STARZ, Starz HD, STARZ HD, Starz West, Starz West HD",STARZ,FALSE,Starz,21114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",TNT - Turner Network Television|TNT (Turner Network Television)|TNT West|TNT: Turner Network Television|Turner Network Television|Turner Network Television (TNT),TRUE,,Entertainment,"TNT HD, TNT West, TNT West HD, TNT HD West, TNT HD [West]",TNT,FALSE,TNT,44907
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Discovery Times|Discovery Times Channel|I.D.|ID|ID - Investigation Discovery|ID Discovery|ID-Investigation Discovery|Investigation Discovery (ID)|InvestigationDiscovery|Investigative Discovery,FALSE,,Educational,"Investigation Discovery HD, Investigation Discovery HD West",ID,FALSE,Investigation Discovery,44907
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",TNT - Turner Network Television|TNT (Turner Network Television)|TNT West|TNT: Turner Network Television|Turner Network Television|Turner Network Television (TNT),TRUE,,Entertainment,"TNT HD, TNT West, TNT West HD, TNT HD West, TNT HD [West]",TNT,FALSE,TNT,49270
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Discovery Times|Discovery Times Channel|I.D.|ID|ID - Investigation Discovery|ID Discovery|ID-Investigation Discovery|Investigation Discovery (ID)|InvestigationDiscovery|Investigative Discovery,FALSE,,Educational,"Investigation Discovery HD, Investigation Discovery HD West",ID,FALSE,Investigation Discovery,49270
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",FOX SPORTS ONE|FOX Sports1|foxSPortS 1|FOXSPORTS1|FS1|Speed|Speed Channel|Speed Network|Speed TV|The Speed Channel,FALSE,,Sports,"Fox Sports, Fox Sports 1 HD, Fox Sports HD",,FALSE,Fox Sports 1,10301
"Spanish, Mexican",,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Once Mexico|ONCE México|Once Mexico ESP|Once TV|ONCE TV MEXCIO|Once TV Mexico|Once TV México|oNCe tvMeXICo|OnceTV|OnceTVMexico|Once Canal,FALSE,,Multicultural,Once TV Mexico,,FALSE,Canal Once,10301
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",HBO - East|HBO – West|HBO (E)|HBO (East)|HBO (W)|HBO (West)|HBO E|HBO East|HBO East (SAP)|HBO W|HBO West|HBO West (SAP)|hbo(W)|HBoEast|HBoWest|Home Box Office,TRUE,,Premium,"HBO HD, HBO West, HBO West HD, HBO HD West, Home Box Office, HBO: Home Box Office, Home Box Office HD, HBO: Home Box Office HD",HBO,FALSE,HBO,47353
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",ESPN 2|ESPN-2,TRUE,,Sports,ESPN2 HD,ESPN2,FALSE,ESPN2,15204
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",FOX SPORTS ONE|FOX Sports1|foxSPortS 1|FOXSPORTS1|FS1|Speed|Speed Channel|Speed Network|Speed TV|The Speed Channel,FALSE,,Sports,"Fox Sports, Fox Sports 1 HD, Fox Sports HD",,FALSE,Fox Sports 1,15204
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",GMC|GMC (Gospel Music Channel)|Gospel Music Channel|UP – Uplifting Entertainment|UP tv|UPtv,FALSE,,Religious,UP HD,,FALSE,UP,31599
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",POP TV|Pop!|TV GUIDE|TV Guide Channel|TV GUIDE ENTERTAINMENT|TV Guide Network|TVGN,FALSE,,Informational,"POP HD, POP West, POP West HD",,FALSE,POP,31599
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",HBO - East|HBO – West|HBO (E)|HBO (East)|HBO (W)|HBO (West)|HBO E|HBO East|HBO East (SAP)|HBO W|HBO West|HBO West (SAP)|hbo(W)|HBoEast|HBoWest|Home Box Office,TRUE,,Premium,"HBO HD, HBO West, HBO West HD, HBO HD West, Home Box Office, HBO: Home Box Office, Home Box Office HD, HBO: Home Box Office HD",HBO,FALSE,HBO,49310
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",HBO - East|HBO – West|HBO (E)|HBO (East)|HBO (W)|HBO (West)|HBO E|HBO East|HBO East (SAP)|HBO W|HBO West|HBO West (SAP)|hbo(W)|HBoEast|HBoWest|Home Box Office,TRUE,,Premium,"HBO HD, HBO West, HBO West HD, HBO HD West, Home Box Office, HBO: Home Box Office, Home Box Office HD, HBO: Home Box Office HD",HBO,FALSE,HBO,14068
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Cinemax - East|Cinemax - West|Cinemax – West|Cinemax (E)|Cinemax (East)|Cinemax (W)|Cinemax (West)|Cinemax E|Cinemax East|Cinemax East (SAP)|Cinemax W|Cinemax West|Cinemax West (SAP)|Cinemax(E)|CINEMAX(W),TRUE,,Premium,"Cinemax HD, Cinemax West, Cinemax West HD, MAX HD",MAX,FALSE,Cinemax,20010
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",USA|USA (W)|USA Network East|USA Network West|uSaNetWork|USATV,TRUE,,Entertainment,"USA, USA HD, USA Network HD, USA Network West, USA Network West HD, USA West, USA West HD, USA HD West",USA,FALSE,USA Network,20010
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",,FALSE,,Entertainment,"Oxygen HD, OXYGEN, OXYGEN HD, Oxygen West, Oxygen West HD, Oxygen HD West",O2,FALSE,Oxygen,19114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",American Heroes|AmericanHeroesChannel|Military|Military Channel|MiLitarychanneL|MILTARY CHANNEL|The Military Channel,FALSE,,Educational,Military Channel,AHC,FALSE,American Heroes Channel,19114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",,FALSE,,Religious,,,FALSE,Hope Channel,04992
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Datstar|Day Star|Daystar - WYDN|Daystar Network|Daystar Television|Daystar Television Network|WYDN - Daystar|Daystar (WBIF),FALSE,,Religious,Daystar HD,DYSTR,FALSE,Daystar,04992
Movies,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Showtime - East|Showtime - West|Showtime (E)|Showtime (East)|Showtime (W)|SHOWTIME (West)|Showtime E|Showtime East|Showtime East (SAP)|SHOWTIME HD (East)|Showtime W|Showtime West|Showtime West (SAP)|SHOWTIME(W)|SHOWTIME®|SHOWTIME® (East)|SHOWTIME® (West),TRUE,,Premium,"Showtime HD, Showtime West, Showtime West HD",SHOWTIME,FALSE,Showtime,02121
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Cinemax - East|Cinemax - West|Cinemax – West|Cinemax (E)|Cinemax (East)|Cinemax (W)|Cinemax (West)|Cinemax E|Cinemax East|Cinemax East (SAP)|Cinemax W|Cinemax West|Cinemax West (SAP)|Cinemax(E)|CINEMAX(W),TRUE,,Premium,"Cinemax HD, Cinemax West, Cinemax West HD, MAX HD",MAX,FALSE,Cinemax,02121
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",HBO - East|HBO – West|HBO (E)|HBO (East)|HBO (W)|HBO (West)|HBO E|HBO East|HBO East (SAP)|HBO W|HBO West|HBO West (SAP)|hbo(W)|HBoEast|HBoWest|Home Box Office,TRUE,,Premium,"HBO HD, HBO West, HBO West HD, HBO HD West, Home Box Office, HBO: Home Box Office, Home Box Office HD, HBO: Home Box Office HD",HBO,FALSE,HBO,02920
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",HBO - East|HBO – West|HBO (E)|HBO (East)|HBO (W)|HBO (West)|HBO E|HBO East|HBO East (SAP)|HBO W|HBO West|HBO West (SAP)|hbo(W)|HBoEast|HBoWest|Home Box Office,TRUE,,Premium,"HBO HD, HBO West, HBO West HD, HBO HD West, Home Box Office, HBO: Home Box Office, Home Box Office HD, HBO: Home Box Office HD",HBO,FALSE,HBO,29745
Movies,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Showtime - East|Showtime - West|Showtime (E)|Showtime (East)|Showtime (W)|SHOWTIME (West)|Showtime E|Showtime East|Showtime East (SAP)|SHOWTIME HD (East)|Showtime W|Showtime West|Showtime West (SAP)|SHOWTIME(W)|SHOWTIME®|SHOWTIME® (East)|SHOWTIME® (West),TRUE,,Premium,"Showtime HD, Showtime West, Showtime West HD",SHOWTIME,FALSE,Showtime,21114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Cinemax - East|Cinemax - West|Cinemax – West|Cinemax (E)|Cinemax (East)|Cinemax (W)|Cinemax (West)|Cinemax E|Cinemax East|Cinemax East (SAP)|Cinemax W|Cinemax West|Cinemax West (SAP)|Cinemax(E)|CINEMAX(W),TRUE,,Premium,"Cinemax HD, Cinemax West, Cinemax West HD, MAX HD",MAX,FALSE,Cinemax,21114
International,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",,TRUE,,Sports,ESPN HD,ESPN,FALSE,ESPN,44907
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",ESPN 2|ESPN-2,TRUE,,Sports,ESPN2 HD,ESPN2,FALSE,ESPN2,44907
International,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",,TRUE,,Sports,ESPN HD,ESPN,FALSE,ESPN,49270
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",ESPN 2|ESPN-2,TRUE,,Sports,ESPN2 HD,ESPN2,FALSE,ESPN2,49270
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",THE WEATER CHANNEL|The Weather Channel (TWC)|The WeATheRChANNeL|ThEWEAThEr chANNEl|THEWEATHERCHANNEL|Weather Channel,FALSE,,Informational,"The Weather Channel HD, TWC, TWC HD, Weather Channel, Weather Channel HD",WEATHER,FALSE,The Weather Channel,10301
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Starz - East|Starz - West|Starz (E)|Starz (East)|Starz (W)|Starz (West)|Starz E|Starz East|Starz East (SAP)|Starz W|Starz West|Starz West (SAP)|STARZ!|Starz! - East|Starz! - West|Starz! (E)|Starz! E|Starz! W|Starz! West|STARz(W),TRUE,,Premium,"STARZ, Starz HD, STARZ HD, Starz West, Starz West HD",STARZ,FALSE,Starz,47353
Movies,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Showtime - East|Showtime - West|Showtime (E)|Showtime (East)|Showtime (W)|SHOWTIME (West)|Showtime E|Showtime East|Showtime East (SAP)|SHOWTIME HD (East)|Showtime W|Showtime West|Showtime West (SAP)|SHOWTIME(W)|SHOWTIME®|SHOWTIME® (East)|SHOWTIME® (West),TRUE,,Premium,"Showtime HD, Showtime West, Showtime West HD",SHOWTIME,FALSE,Showtime,47353
"Spanish, Mexican",,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Once Mexico|ONCE México|Once Mexico ESP|Once TV|ONCE TV MEXCIO|Once TV Mexico|Once TV México|oNCe tvMeXICo|OnceTV|OnceTVMexico|Once Canal,FALSE,,Multicultural,Once TV Mexico,,FALSE,Canal Once,15204
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",THE WEATER CHANNEL|The Weather Channel (TWC)|The WeATheRChANNeL|ThEWEAThEr chANNEl|THEWEATHERCHANNEL|Weather Channel,FALSE,,Informational,"The Weather Channel HD, TWC, TWC HD, Weather Channel, Weather Channel HD",WEATHER,FALSE,The Weather Channel,15204
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",FXX (W),TRUE,,Entertainment,"FXX HD, FXX West, FXX West HD, FXX HD West",FXX,FALSE,FXX,31599
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",,FALSE,,Entertainment,"Oxygen HD, OXYGEN, OXYGEN HD, Oxygen West, Oxygen West HD, Oxygen HD West",O2,FALSE,Oxygen,31599
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Starz - East|Starz - West|Starz (E)|Starz (East)|Starz (W)|Starz (West)|Starz E|Starz East|Starz East (SAP)|Starz W|Starz West|Starz West (SAP)|STARZ!|Starz! - East|Starz! - West|Starz! (E)|Starz! E|Starz! W|Starz! West|STARz(W),TRUE,,Premium,"STARZ, Starz HD, STARZ HD, Starz West, Starz West HD",STARZ,FALSE,Starz,49310
