Tags,TopShows,package_name,ConversionNames,Popular,ChannelDescription,Genre,AlternateNames,ShortName,OTT,Channel,zip_code
Movies,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Showtime - East|Showtime - West|Showtime (E)|Showtime (East)|Showtime (W)|SHOWTIME (West)|Showtime E|Showtime East|Showtime East (SAP)|SHOWTIME HD (East)|Showtime W|Showtime West|Showtime West (SAP)|SHOWTIME(W)|SHOWTIME®|SHOWTIME® (East)|SHOWTIME® (West),TRUE,,Premium,"Showtime HD, Showtime West, Showtime West HD",SHOWTIME,FALSE,Showtime,49310
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Starz - East|Starz - West|Starz (E)|Starz (East)|Starz (W)|Starz (West)|Starz E|Starz East|Starz East (SAP)|Starz W|Starz West|Starz West (SAP)|STARZ!|Starz! - East|Starz! - West|Starz! (E)|Starz! E|Starz! W|Starz! West|STARz(W),TRUE,,Premium,"STARZ, Starz HD, STARZ HD, Starz West, Starz West HD",STARZ,FALSE,Starz,14068
Movies,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Showtime - East|Showtime - West|Showtime (E)|Showtime (East)|Showtime (W)|SHOWTIME (West)|Showtime E|Showtime East|Showtime East (SAP)|SHOWTIME HD (East)|Showtime W|Showtime West|Showtime West (SAP)|SHOWTIME(W)|SHOWTIME®|SHOWTIME® (East)|SHOWTIME® (West),TRUE,,Premium,"Showtime HD, Showtime West, Showtime West HD",SHOWTIME,FALSE,Showtime,14068
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",TNT - Turner Network Television|TNT (Turner Network Television)|TNT West|TNT: Turner Network Television|Turner Network Television|Turner Network Television (TNT),TRUE,,Entertainment,"TNT HD, TNT West, TNT West HD, TNT HD West, TNT HD [West]",TNT,FALSE,TNT,20010
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Discovery Times|Discovery Times Channel|I.D.|ID|ID - Investigation Discovery|ID Discovery|ID-Investigation Discovery|Investigation Discovery (ID)|InvestigationDiscovery|Investigative Discovery,FALSE,,Educational,"Investigation Discovery HD, Investigation Discovery HD West",ID,FALSE,Investigation Discovery,20010
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Boomerang (ESP)|Boomerang (SAP)|Boomerang [SAP]|Boomerang CFP|Boomerang en Espanol|Boomerang en Español|Boomerang Espanol|Boomerang Español|Boomerang Espanol (SAP)|Boomerang Español (SAP)|Boomerang Español SAP|Boomerang SAP,TRUE,,Family,Boomerang [SAP],BMRNG,FALSE,Boomerang,19114
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",ESPN CLASSIC SPORTS|ESPN Classic Sports Netwo|ESPN Classics|ESPNClassic|ESpnClassic Sports|ESPN Classic+,FALSE,,Sports,,ESPNCLSC,FALSE,ESPN Classic,19114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Fuse TV|fuse.,FALSE,,Music,"FUSE, FUSE HD, Fuse HD, fuse, fuse HD",FUSE,FALSE,Fuse,04992
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",CNBC Word|CNBC World.,FALSE,,News,,CNBCWRLD,FALSE,CNBC World,04992
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",USA|USA (W)|USA Network East|USA Network West|uSaNetWork|USATV,TRUE,,Entertainment,"USA, USA HD, USA Network HD, USA Network West, USA Network West HD, USA West, USA West HD, USA HD West",USA,FALSE,USA Network,02121
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Starz - East|Starz - West|Starz (E)|Starz (East)|Starz (W)|Starz (West)|Starz E|Starz East|Starz East (SAP)|Starz W|Starz West|Starz West (SAP)|STARZ!|Starz! - East|Starz! - West|Starz! (E)|Starz! E|Starz! W|Starz! West|STARz(W),TRUE,,Premium,"STARZ, Starz HD, STARZ HD, Starz West, Starz West HD",STARZ,FALSE,Starz,02920
Movies,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Showtime - East|Showtime - West|Showtime (E)|Showtime (East)|Showtime (W)|SHOWTIME (West)|Showtime E|Showtime East|Showtime East (SAP)|SHOWTIME HD (East)|Showtime W|Showtime West|Showtime West (SAP)|SHOWTIME(W)|SHOWTIME®|SHOWTIME® (East)|SHOWTIME® (West),TRUE,,Premium,"Showtime HD, Showtime West, Showtime West HD",SHOWTIME,FALSE,Showtime,02920
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Starz - East|Starz - West|Starz (E)|Starz (East)|Starz (W)|Starz (West)|Starz E|Starz East|Starz East (SAP)|Starz W|Starz West|Starz West (SAP)|STARZ!|Starz! - East|Starz! - West|Starz! (E)|Starz! E|Starz! W|Starz! West|STARz(W),TRUE,,Premium,"STARZ, Starz HD, STARZ HD, Starz West, Starz West HD",STARZ,FALSE,Starz,29745
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",USA|USA (W)|USA Network East|USA Network West|uSaNetWork|USATV,TRUE,,Entertainment,"USA, USA HD, USA Network HD, USA Network West, USA Network West HD, USA West, USA West HD, USA HD West",USA,FALSE,USA Network,21114
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",FOX SPORTS ONE|FOX Sports1|foxSPortS 1|FOXSPORTS1|FS1|Speed|Speed Channel|Speed Network|Speed TV|The Speed Channel,FALSE,,Sports,"Fox Sports, Fox Sports 1 HD, Fox Sports HD",,FALSE,Fox Sports 1,44907
"Spanish, Mexican",,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Once Mexico|ONCE México|Once Mexico ESP|Once TV|ONCE TV MEXCIO|Once TV Mexico|Once TV México|oNCe tvMeXICo|OnceTV|OnceTVMexico|Once Canal,FALSE,,Multicultural,Once TV Mexico,,FALSE,Canal Once,44907
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",FOX SPORTS ONE|FOX Sports1|foxSPortS 1|FOXSPORTS1|FS1|Speed|Speed Channel|Speed Network|Speed TV|The Speed Channel,FALSE,,Sports,"Fox Sports, Fox Sports 1 HD, Fox Sports HD",,FALSE,Fox Sports 1,49270
"Spanish, Mexican",,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Once Mexico|ONCE México|Once Mexico ESP|Once TV|ONCE TV MEXCIO|Once TV Mexico|Once TV México|oNCe tvMeXICo|OnceTV|OnceTVMexico|Once Canal,FALSE,,Multicultural,Once TV Mexico,,FALSE,Canal Once,49270
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Nick Toons|Nick Toons (SAP)|Nick Toons en Espanol|Nicktoon|Nicktoons (SAP)|Nicktoons Network|Nicktoons Network!|Nicktoons! Network,FALSE,,Family,"Nicktoons HD, Nick Toons, Nick Toons HD, Nick Toons West, Nick Toons West HD",NICKTOONS,FALSE,Nicktoons,10301
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",GMC|GMC (Gospel Music Channel)|Gospel Music Channel|UP – Uplifting Entertainment|UP tv|UPtv,FALSE,,Religious,UP HD,,FALSE,UP,10301
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",HBO - East|HBO – West|HBO (E)|HBO (East)|HBO (W)|HBO (West)|HBO E|HBO East|HBO East (SAP)|HBO W|HBO West|HBO West (SAP)|hbo(W)|HBoEast|HBoWest|Home Box Office,TRUE,,Premium,"HBO HD, HBO West, HBO West HD, HBO HD West, Home Box Office, HBO: Home Box Office, Home Box Office HD, HBO: Home Box Office HD",HBO,FALSE,HBO,29929
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",HBO - East|HBO – West|HBO (E)|HBO (East)|HBO (W)|HBO (West)|HBO E|HBO East|HBO East (SAP)|HBO W|HBO West|HBO West (SAP)|hbo(W)|HBoEast|HBoWest|Home Box Office,TRUE,,Premium,"HBO HD, HBO West, HBO West HD, HBO HD West, Home Box Office, HBO: Home Box Office, Home Box Office HD, HBO: Home Box Office HD",HBO,FALSE,HBO,28697
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Cinemax - East|Cinemax - West|Cinemax – West|Cinemax (E)|Cinemax (East)|Cinemax (W)|Cinemax (West)|Cinemax E|Cinemax East|Cinemax East (SAP)|Cinemax W|Cinemax West|Cinemax West (SAP)|Cinemax(E)|CINEMAX(W),TRUE,,Premium,"Cinemax HD, Cinemax West, Cinemax West HD, MAX HD",MAX,FALSE,Cinemax,47353
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",USA|USA (W)|USA Network East|USA Network West|uSaNetWork|USATV,TRUE,,Entertainment,"USA, USA HD, USA Network HD, USA Network West, USA Network West HD, USA West, USA West HD, USA HD West",USA,FALSE,USA Network,47353
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Nick Toons|Nick Toons (SAP)|Nick Toons en Espanol|Nicktoon|Nicktoons (SAP)|Nicktoons Network|Nicktoons Network!|Nicktoons! Network,FALSE,,Family,"Nicktoons HD, Nick Toons, Nick Toons HD, Nick Toons West, Nick Toons West HD",NICKTOONS,FALSE,Nicktoons,15204
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",GMC|GMC (Gospel Music Channel)|Gospel Music Channel|UP – Uplifting Entertainment|UP tv|UPtv,FALSE,,Religious,UP HD,,FALSE,UP,15204
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",American Heroes|AmericanHeroesChannel|Military|Military Channel|MiLitarychanneL|MILTARY CHANNEL|The Military Channel,FALSE,,Educational,Military Channel,AHC,FALSE,American Heroes Channel,31599
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Boomerang (ESP)|Boomerang (SAP)|Boomerang [SAP]|Boomerang CFP|Boomerang en Espanol|Boomerang en Español|Boomerang Espanol|Boomerang Español|Boomerang Espanol (SAP)|Boomerang Español (SAP)|Boomerang Español SAP|Boomerang SAP,TRUE,,Family,Boomerang [SAP],BMRNG,FALSE,Boomerang,31599
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Cinemax - East|Cinemax - West|Cinemax – West|Cinemax (E)|Cinemax (East)|Cinemax (W)|Cinemax (West)|Cinemax E|Cinemax East|Cinemax East (SAP)|Cinemax W|Cinemax West|Cinemax West (SAP)|Cinemax(E)|CINEMAX(W),TRUE,,Premium,"Cinemax HD, Cinemax West, Cinemax West HD, MAX HD",MAX,FALSE,Cinemax,49310
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",USA|USA (W)|USA Network East|USA Network West|uSaNetWork|USATV,TRUE,,Entertainment,"USA, USA HD, USA Network HD, USA Network West, USA Network West HD, USA West, USA West HD, USA HD West",USA,FALSE,USA Network,49310
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Cinemax - East|Cinemax - West|Cinemax – West|Cinemax (E)|Cinemax (East)|Cinemax (W)|Cinemax (West)|Cinemax E|Cinemax East|Cinemax East (SAP)|Cinemax W|Cinemax West|Cinemax West (SAP)|Cinemax(E)|CINEMAX(W),TRUE,,Premium,"Cinemax HD, Cinemax West, Cinemax West HD, MAX HD",MAX,FALSE,Cinemax,14068
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",USA|USA (W)|USA Network East|USA Network West|uSaNetWork|USATV,TRUE,,Entertainment,"USA, USA HD, USA Network HD, USA Network West, USA Network West HD, USA West, USA West HD, USA HD West",USA,FALSE,USA Network,14068
International,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",,TRUE,,Sports,ESPN HD,ESPN,FALSE,ESPN,20010
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",ESPN 2|ESPN-2,TRUE,,Sports,ESPN2 HD,ESPN2,FALSE,ESPN2,20010
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",WE|WE - Women's Entertainment|WE Women’s Entertainment|WE: Women’s Entertainment|We: Womens Entertainment|WE: Women's Entertainment|We: Womens Entertainment West|WetV|Women’s Entertainment|Women's Entertainment,FALSE,,Entertainment,"We tv HD, WE tv West, WE tv HD",WETV,FALSE,WE tv,19114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",A & E|A&E Arts & Entertainment|A&E Arts&Entertainment|A&E East|A&E Network|A&E West|AandE|AandE West|Arts & Entertainment,TRUE,,Entertainment,"A&E HD, A&E West, A&E West HD",A&E,FALSE,A&E,19114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",DISC KIDS|Discovery Family|Discovery Family Channel|Discovery Kids|Discovery Kids Channel|DiscoveryFamilyChannel|Hub|Hub Network|HubNetwork|The Hub,FALSE,,Educational,Discovery Family Channel HD,DSCVRYFMLY,FALSE,Discovery Family Channel,04992
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER","BIO|Bio [The Biography Channel]|BIO Channel|bio.|BIO: THE BIOGRAPHY CHANNEL|bio: The Biography Channel.|Biography|Biography Channel|FYI,|The Biography Channel",FALSE,,Entertainment,"fyi, FYI Channel, FYI HD, FYI Channel HD, fyi HD",FYI,FALSE,FYI,04992
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",TNT - Turner Network Television|TNT (Turner Network Television)|TNT West|TNT: Turner Network Television|Turner Network Television|Turner Network Television (TNT),TRUE,,Entertainment,"TNT HD, TNT West, TNT West HD, TNT HD West, TNT HD [West]",TNT,FALSE,TNT,02121
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Discovery Times|Discovery Times Channel|I.D.|ID|ID - Investigation Discovery|ID Discovery|ID-Investigation Discovery|Investigation Discovery (ID)|InvestigationDiscovery|Investigative Discovery,FALSE,,Educational,"Investigation Discovery HD, Investigation Discovery HD West",ID,FALSE,Investigation Discovery,02121
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Cinemax - East|Cinemax - West|Cinemax – West|Cinemax (E)|Cinemax (East)|Cinemax (W)|Cinemax (West)|Cinemax E|Cinemax East|Cinemax East (SAP)|Cinemax W|Cinemax West|Cinemax West (SAP)|Cinemax(E)|CINEMAX(W),TRUE,,Premium,"Cinemax HD, Cinemax West, Cinemax West HD, MAX HD",MAX,FALSE,Cinemax,02920
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",USA|USA (W)|USA Network East|USA Network West|uSaNetWork|USATV,TRUE,,Entertainment,"USA, USA HD, USA Network HD, USA Network West, USA Network West HD, USA West, USA West HD, USA HD West",USA,FALSE,USA Network,02920
Movies,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Showtime - East|Showtime - West|Showtime (E)|Showtime (East)|Showtime (W)|SHOWTIME (West)|Showtime E|Showtime East|Showtime East (SAP)|SHOWTIME HD (East)|Showtime W|Showtime West|Showtime West (SAP)|SHOWTIME(W)|SHOWTIME®|SHOWTIME® (East)|SHOWTIME® (West),TRUE,,Premium,"Showtime HD, Showtime West, Showtime West HD",SHOWTIME,FALSE,Showtime,29745
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Cinemax - East|Cinemax - West|Cinemax – West|Cinemax (E)|Cinemax (East)|Cinemax (W)|Cinemax (West)|Cinemax E|Cinemax East|Cinemax East (SAP)|Cinemax W|Cinemax West|Cinemax West (SAP)|Cinemax(E)|CINEMAX(W),TRUE,,Premium,"Cinemax HD, Cinemax West, Cinemax West HD, MAX HD",MAX,FALSE,Cinemax,29745
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",TNT - Turner Network Television|TNT (Turner Network Television)|TNT West|TNT: Turner Network Television|Turner Network Television|Turner Network Television (TNT),TRUE,,Entertainment,"TNT HD, TNT West, TNT West HD, TNT HD West, TNT HD [West]",TNT,FALSE,TNT,21114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Discovery Times|Discovery Times Channel|I.D.|ID|ID - Investigation Discovery|ID Discovery|ID-Investigation Discovery|Investigation Discovery (ID)|InvestigationDiscovery|Investigative Discovery,FALSE,,Educational,"Investigation Discovery HD, Investigation Discovery HD West",ID,FALSE,Investigation Discovery,21114
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",THE WEATER CHANNEL|The Weather Channel (TWC)|The WeATheRChANNeL|ThEWEAThEr chANNEl|THEWEATHERCHANNEL|Weather Channel,FALSE,,Informational,"The Weather Channel HD, TWC, TWC HD, Weather Channel, Weather Channel HD",WEATHER,FALSE,The Weather Channel,44907
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Nick Toons|Nick Toons (SAP)|Nick Toons en Espanol|Nicktoon|Nicktoons (SAP)|Nicktoons Network|Nicktoons Network!|Nicktoons! Network,FALSE,,Family,"Nicktoons HD, Nick Toons, Nick Toons HD, Nick Toons West, Nick Toons West HD",NICKTOONS,FALSE,Nicktoons,44907
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",THE WEATER CHANNEL|The Weather Channel (TWC)|The WeATheRChANNeL|ThEWEAThEr chANNEl|THEWEATHERCHANNEL|Weather Channel,FALSE,,Informational,"The Weather Channel HD, TWC, TWC HD, Weather Channel, Weather Channel HD",WEATHER,FALSE,The Weather Channel,49270
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Nick Toons|Nick Toons (SAP)|Nick Toons en Espanol|Nicktoon|Nicktoons (SAP)|Nicktoons Network|Nicktoons Network!|Nicktoons! Network,FALSE,,Family,"Nicktoons HD, Nick Toons, Nick Toons HD, Nick Toons West, Nick Toons West HD",NICKTOONS,FALSE,Nicktoons,49270
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",POP TV|Pop!|TV GUIDE|TV Guide Channel|TV GUIDE ENTERTAINMENT|TV Guide Network|TVGN,FALSE,,Informational,"POP HD, POP West, POP West HD",,FALSE,POP,10301
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Starz - East|Starz - West|Starz (E)|Starz (East)|Starz (W)|Starz (West)|Starz E|Starz East|Starz East (SAP)|Starz W|Starz West|Starz West (SAP)|STARZ!|Starz! - East|Starz! - West|Starz! (E)|Starz! E|Starz! W|Starz! West|STARz(W),TRUE,,Premium,"STARZ, Starz HD, STARZ HD, Starz West, Starz West HD",STARZ,FALSE,Starz,29929
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Starz - East|Starz - West|Starz (E)|Starz (East)|Starz (W)|Starz (West)|Starz E|Starz East|Starz East (SAP)|Starz W|Starz West|Starz West (SAP)|STARZ!|Starz! - East|Starz! - West|Starz! (E)|Starz! E|Starz! W|Starz! West|STARz(W),TRUE,,Premium,"STARZ, Starz HD, STARZ HD, Starz West, Starz West HD",STARZ,FALSE,Starz,28697
Movies,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Showtime - East|Showtime - West|Showtime (E)|Showtime (East)|Showtime (W)|SHOWTIME (West)|Showtime E|Showtime East|Showtime East (SAP)|SHOWTIME HD (East)|Showtime W|Showtime West|Showtime West (SAP)|SHOWTIME(W)|SHOWTIME®|SHOWTIME® (East)|SHOWTIME® (West),TRUE,,Premium,"Showtime HD, Showtime West, Showtime West HD",SHOWTIME,FALSE,Showtime,28697
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",TNT - Turner Network Television|TNT (Turner Network Television)|TNT West|TNT: Turner Network Television|Turner Network Television|Turner Network Television (TNT),TRUE,,Entertainment,"TNT HD, TNT West, TNT West HD, TNT HD West, TNT HD [West]",TNT,FALSE,TNT,47353
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Discovery Times|Discovery Times Channel|I.D.|ID|ID - Investigation Discovery|ID Discovery|ID-Investigation Discovery|Investigation Discovery (ID)|InvestigationDiscovery|Investigative Discovery,FALSE,,Educational,"Investigation Discovery HD, Investigation Discovery HD West",ID,FALSE,Investigation Discovery,47353
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",POP TV|Pop!|TV GUIDE|TV Guide Channel|TV GUIDE ENTERTAINMENT|TV Guide Network|TVGN,FALSE,,Informational,"POP HD, POP West, POP West HD",,FALSE,POP,15204
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",FXX (W),TRUE,,Entertainment,"FXX HD, FXX West, FXX West HD, FXX HD West",FXX,FALSE,FXX,15204
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",ESPN CLASSIC SPORTS|ESPN Classic Sports Netwo|ESPN Classics|ESPNClassic|ESpnClassic Sports|ESPN Classic+,FALSE,,Sports,,ESPNCLSC,FALSE,ESPN Classic,31599
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",WE|WE - Women's Entertainment|WE Women’s Entertainment|WE: Women’s Entertainment|We: Womens Entertainment|WE: Women's Entertainment|We: Womens Entertainment West|WetV|Women’s Entertainment|Women's Entertainment,FALSE,,Entertainment,"We tv HD, WE tv West, WE tv HD",WETV,FALSE,WE tv,31599
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",TNT - Turner Network Television|TNT (Turner Network Television)|TNT West|TNT: Turner Network Television|Turner Network Television|Turner Network Television (TNT),TRUE,,Entertainment,"TNT HD, TNT West, TNT West HD, TNT HD West, TNT HD [West]",TNT,FALSE,TNT,49310
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Discovery Times|Discovery Times Channel|I.D.|ID|ID - Investigation Discovery|ID Discovery|ID-Investigation Discovery|Investigation Discovery (ID)|InvestigationDiscovery|Investigative Discovery,FALSE,,Educational,"Investigation Discovery HD, Investigation Discovery HD West",ID,FALSE,Investigation Discovery,49310
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",TNT - Turner Network Television|TNT (Turner Network Television)|TNT West|TNT: Turner Network Television|Turner Network Television|Turner Network Television (TNT),TRUE,,Entertainment,"TNT HD, TNT West, TNT West HD, TNT HD West, TNT HD [West]",TNT,FALSE,TNT,14068
,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",Discovery Times|Discovery Times Channel|I.D.|ID|ID - Investigation Discovery|ID Discovery|ID-Investigation Discovery|Investigation Discovery (ID)|InvestigationDiscovery|Investigative Discovery,FALSE,,Educational,"Investigation Discovery HD, Investigation Discovery HD West",ID,FALSE,Investigation Discovery,14068
National,,"SELECT,ENTERTAINMENT,CHOICE,XTRA,ULTIMATE,PREMIER",FOX SPORTS O